-60, 0.0621947, 0.00495721, 48.2134
-59, 0.0718524, 0.00542433, 48.0307
-58, 0.0827742, 0.0059352, 47.8472
-57, 0.0951114, 0.00649387, 47.6629
-56, 0.109032, 0.00710476, 47.4777
-55, 0.124723, 0.00777266, 47.2913
-54, 0.142391, 0.00850281, 47.1036
-53, 0.162267, 0.00930091, 46.9145
-52, 0.184605, 0.0101732, 46.7237
-51, 0.209689, 0.0111263, 46.531
-50, 0.237832, 0.0121676, 46.3362
-49, 0.269379, 0.0133051, 46.1391
-48, 0.304713, 0.0145473, 45.9394
-47, 0.344256, 0.0159037, 45.7369
-46, 0.388474, 0.0173842, 45.5311
-45, 0.43788, 0.019, 45.3218
-44, 0.49304, 0.0207628, 45.1087
-43, 0.554572, 0.0226853, 44.8914
-42, 0.623159, 0.0247813, 44.6694
-41, 0.699548, 0.0270657, 44.4423
-40, 0.784555, 0.0295542, 44.2097
-39, 0.879074, 0.0322639, 43.9712
-38, 0.984077, 0.0352131, 43.7261
-37, 1.10063, 0.0384212, 43.4739
-36, 1.22987, 0.0419088, 43.2141
-35, 1.37306, 0.045698, 42.946
-34, 1.53153, 0.0498119, 42.6691
-33, 1.70675, 0.0542752, 42.3825
-32, 1.90028, 0.0591134, 42.0857
-31, 2.11378, 0.0643537, 41.778
-30, 2.34904, 0.0700239, 41.4585
-29, 2.60796, 0.076153, 41.1265
-28, 2.89254, 0.0827708, 40.7813
-27, 3.20488, 0.0899078, 40.4221
-26, 3.54721, 0.0975947, 40.0481
-25, 3.92181, 0.105862, 39.6586
-24, 4.33107, 0.114741, 39.2529
-23, 4.7774, 0.124262, 38.8301
-22, 5.26329, 0.134452, 38.3898
-21, 5.79122, 0.145339, 37.9313
-20, 6.36365, 0.156948, 37.4541
-19, 6.98301, 0.1693, 36.9579
-18, 7.65161, 0.182414, 36.4423
-17, 8.37166, 0.196304, 35.9073
-16, 9.14517, 0.210979, 35.3528
-15, 9.97393, 0.226442, 34.7791
-14, 10.8594, 0.242689, 34.1865
-13, 11.8029, 0.259711, 33.5756
-12, 12.8051, 0.277489, 32.9473
-11, 13.8664, 0.295998, 32.3026
-10, 14.9867, 0.315202, 31.6427
-9, 16.1654, 0.33506, 30.9692
-8, 17.4013, 0.355519, 30.2838
-7, 18.6928, 0.37652, 29.5884
-6, 20.0376, 0.397995, 28.8852
-5, 21.4328, 0.41987, 28.1764
-4, 22.8752, 0.442065, 27.4645
-3, 24.361, 0.464494, 26.752
-2, 25.8858, 0.487067, 26.0415
-1, 27.4451, 0.509693, 25.3356
0, 29.0339, 0.532279, 24.6368
1, 30.647, 0.554734, 23.9478
2, 32.2792, 0.576968, 23.2709
3, 33.9251, 0.598894, 22.6083
4, 35.5795, 0.620431, 21.9623
5, 37.237, 0.641505, 21.3346
6, 38.8927, 0.662045, 20.727
7, 40.5419, 0.681992, 20.1408
8, 42.1802, 0.701293, 19.5773
9, 43.8035, 0.719904, 19.0374
10, 45.4081, 0.737788, 18.5217
11, 46.991, 0.75492, 18.0307
12, 48.5492, 0.771279, 17.5646
13, 50.0804, 0.786854, 17.1234
14, 51.5827, 0.801642, 16.7069
15, 53.0546, 0.815644, 16.3146
16, 54.495, 0.828868, 15.9462
17, 55.9032, 0.841329, 15.6009
18, 57.2787, 0.853043, 15.2781
19, 58.6214, 0.864032, 14.9768
20, 59.9314, 0.87432, 14.6962
21, 61.2092, 0.883935, 14.4353
22, 62.4553, 0.892904, 14.1931
23, 63.6705, 0.901257, 13.9687
24, 64.8556, 0.909025, 13.7611
25, 66.0117, 0.916239, 13.5692
26, 67.1397, 0.92293, 13.3921
27, 68.241, 0.929127, 13.2289
28, 69.3165, 0.934861, 13.0786
29, 70.3676, 0.940161, 12.9403
30, 71.3955, 0.945055, 12.8132
31, 72.4013, 0.949571, 12.6966
32, 73.3863, 0.953733, 12.5895
33, 74.3516, 0.957567, 12.4914
34, 75.2984, 0.961097, 12.4015
35, 76.2278, 0.964344, 12.3192
36, 77.1409, 0.967329, 12.2438
37, 78.0387, 0.970072, 12.1749
38, 78.9222, 0.972591, 12.112
39, 79.7923, 0.974903, 12.0544
40, 80.6499, 0.977025, 12.0018
41, 81.4958, 0.978972, 11.9538
42, 82.3309, 0.980757, 11.91
43, 83.1559, 0.982393, 11.87
44, 83.9716, 0.983892, 11.8336
45, 84.7785, 0.985266, 11.8003
46, 85.5773, 0.986524, 11.77
47, 86.3686, 0.987676, 11.7424
48, 87.1529, 0.98873, 11.7172
49, 87.9308, 0.989695, 11.6943
50, 88.7027, 0.990579, 11.6733
51, 89.469, 0.991387, 11.6543
52, 90.2303, 0.992127, 11.637
53, 90.9868, 0.992803, 11.6212
54, 91.7389, 0.993422, 11.6068
55, 92.4869, 0.993988, 11.5937
56, 93.2312, 0.994505, 11.5818
57, 93.9721, 0.994978, 11.571
58, 94.7097, 0.995411, 11.5611
59, 95.4444, 0.995806, 11.5521
60, 96.1764, 0.996168, 11.5439
