4, 0.818558, 0.180571, -85.3876, 3.18044, 130.234
5, 0.843605, 0.172518, -84.4321, 3.10111, 128.828
6, 0.865762, 0.164751, -83.1009, 3.02161, 127.429
7, 0.885207, 0.157268, -81.4508, 2.94313, 126.038
8, 0.902153, 0.150064, -79.5368, 2.86665, 124.657
9, 0.916833, 0.143134, -77.4107, 2.79289, 123.289
10, 0.929483, 0.136473, -75.1196, 2.7224, 121.934
11, 0.940334, 0.130075, -72.7057, 2.65553, 120.594
12, 0.949605, 0.123934, -70.2059, 2.59249, 119.271
13, 0.957501, 0.118044, -67.6521, 2.53339, 117.965
14, 0.964207, 0.112399, -65.0714, 2.47821, 116.678
15, 0.969888, 0.10699, -62.4864, 2.42689, 115.41
16, 0.97469, 0.101813, -59.9159, 2.37931, 114.163
17, 0.978744, 0.0968594, -57.3752, 2.33532, 112.937
18, 0.98216, 0.0921223, -54.8767, 2.29472, 111.732
19, 0.985036, 0.0875947, -52.4302, 2.25734, 110.55
20, 0.987454, 0.0832696, -50.0432, 2.22296, 109.39
21, 0.989485, 0.0791397, -47.7218, 2.19139, 108.253
22, 0.991191, 0.0751982, -45.4701, 2.16243, 107.14
23, 0.992622, 0.071438, -43.2912, 2.13589, 106.05
24, 0.993822, 0.0678523, -41.1872, 2.11159, 104.983
25, 0.994827, 0.0644344, -39.159, 2.08934, 103.941
26, 0.99567, 0.0611775, -37.2073, 2.069, 102.922
27, 0.996376, 0.0580752, -35.3317, 2.05039, 101.927
28, 0.996967, 0.0551213, -33.5318, 2.03339, 100.955
29, 0.997462, 0.0523094, -31.8065, 2.01785, 100.007
30, 0.997877, 0.0496335, -30.1545, 2.00366, 99.0822
31, 0.998224, 0.047088, -28.5743, 1.9907, 98.1807
32, 0.998514, 0.0446669, -27.0641, 1.97887, 97.302
33, 0.998757, 0.042365, -25.6222, 1.96807, 96.446
34, 0.99896, 0.0401768, -24.2464, 1.95821, 95.6124
35, 0.99913, 0.0380973, -22.9349, 1.94921, 94.8008
36, 0.999272, 0.0361214, -21.6854, 1.94099, 94.0109
37, 0.999391, 0.0342445, -20.4959, 1.9335, 93.2424
38, 0.999491, 0.0324619, -19.3641, 1.92666, 92.4949
39, 0.999574, 0.0307692, -18.288, 1.92042, 91.768
40, 0.999644, 0.0291622, -17.2654, 1.91472, 91.0614
41, 0.999702, 0.0276368, -16.2942, 1.90953, 90.3746
42, 0.999751, 0.0261891, -15.3723, 1.90479, 89.7072
43, 0.999792, 0.0248154, -14.4976, 1.90046, 89.0589
44, 0.999826, 0.023512, -13.6682, 1.89651, 88.4292
45, 0.999854, 0.0222756, -12.8821, 1.89292, 87.8177
46, 0.999878, 0.0211028, -12.1374, 1.88963, 87.224
47, 0.999898, 0.0199905, -11.4322, 1.88664, 86.6477
48, 0.999915, 0.0189358, -10.7647, 1.8839, 86.0884
49, 0.999929, 0.0179357, -10.1332, 1.88141, 85.5456
50, 0.99994, 0.0169876, -9.53597, 1.87914, 85.0189
51, 0.99995, 0.0160888, -8.97137, 1.87706, 84.5079
52, 0.999958, 0.0152368, -8.43783, 1.87517, 84.0123
53, 0.999965, 0.0144294, -7.93383, 1.87344, 83.5317
54, 0.999971, 0.0136641, -7.45792, 1.87187, 83.0655
55, 0.999976, 0.0129389, -7.00868, 1.87043, 82.6135
56, 0.99998, 0.0122518, -6.58478, 1.86912, 82.1753
57, 0.999983, 0.0116007, -6.1849, 1.86792, 81.7505
58, 0.999986, 0.0109838, -5.80783, 1.86683, 81.3386
59, 0.999988, 0.0103995, -5.45236, 1.86584, 80.9395
60, 0.99999, 0.00984589, -5.11736, 1.86493, 80.5526
